Key	C1	C2
177	0.3721513	2.007321
178	-0.3721513	0.9926788
179	0.3734065	0.971654
180	-0.3734065	2.028346
181	0.3778437	0.4830122
182	-0.3778437	2.516988
183	0.3783228	1.270008
184	-0.3783228	1.729992
185	0.3807124	0.7697274
186	-0.3807124	2.230273
187	0.3807146	1.778783
188	-0.3807146	1.221217
189	0.3812159	1.108173
190	-0.3812159	1.891827
191	0.3813645	0.8001702
192	-0.3813645	2.19983
193	0.3876999	1.151977
194	-0.3876999	1.848023
195	0.3910727	1.922518
196	-0.3910727	1.077482
197	0.3945122	0.004325141
198	-0.3945122	2.995675
199	0.3956985	1.660598
200	-0.3956985	1.339402
201	0.3992117	0.6859279
202	-0.3992117	2.314072
203	0.4	0
204	0.4	0.25
205	0.4	0.5
206	0.4	0.75
207	0.4	1
208	0.4	1.25
209	0.4	1.5
210	0.4	1.75
211	0.4	2
212	0.4	2.25
213	0.4	2.5
214	0.4	2.75
215	0.4	3
216	-0.4	3
217	-0.4	2.75
218	-0.4	2.5
219	-0.4	2.25
220	-0.4	2
221	-0.4	1.75
222	-0.4	1.5
223	-0.4	1.25
224	-0.4	1
225	-0.4	0.75
226	-0.4	0.5
227	-0.4	0.25
228	-0.4	0
229	0.4047087	0.5137827
230	-0.4047087	2.486217
231	0.4072795	1.523793
232	-0.4072795	1.476207
233	0.4099953	0.2510921
234	-0.4099953	2.748908
235	0.4155145	0.3015767
236	-0.4155145	2.698423
237	0.4171099	1.25085
238	-0.4171099	1.74915
239	0.4183467	0.5320084
240	-0.4183467	2.467992
241	0.4194076	0.6814011
242	-0.4194076	2.318599
243	0.4249932	1.336847
244	-0.4249932	1.663153
245	0.4258532	0.1029719
246	-0.4258532	2.897028
247	0.4290399	0.3307653
248	-0.4290399	2.669235
249	0.4290685	1.119711
250	-0.4290685	1.880289
251	0.4296215	0.7993691
252	-0.4296215	2.200631
253	0.4333924	0.4051421
254	-0.4333924	2.594858
255	0.4371803	0.8875962
256	-0.4371803	2.112404
257	0.4372892	2.087356
258	-0.4372892	0.912644
259	0.4382901	0.5917094
260	-0.4382901	2.408291
261	0.4385708	0.5665972
262	-0.4385708	2.433403
263	0.4419586	1.054922
264	-0.4419586	1.945078
265	0.4494009	1.190003
266	-0.4494009	1.809997
267	0.457064	1.513136
268	-0.457064	1.486864
269	0.4577915	0.3201957
270	-0.4577915	2.679804
271	0.4594225	0.04676332
272	-0.4594225	2.953237
273	0.4596049	0.9484233
274	-0.4596049	2.051577
275	0.4627218	0.1125751
276	-0.4627218	2.887425
277	0.4669432	0.3164208
278	-0.4669432	2.683579
279	0.4790962	1.60442
280	-0.4790962	1.39558
281	0.4839057	0.0857594
282	-0.4839057	2.914241
283	0.4896097	0.8924049
284	-0.4896097	2.107595
285	0.4908721	2.446109
286	-0.4908721	0.5538914
287	0.4933811	0.8898164
288	-0.4933811	2.110184
289	0.4948297	0.8723403
290	-0.4948297	2.12766
291	0.4950633	1.146554
292	-0.4950633	1.853446
293	0.4969153	0.3508454
294	-0.4969153	2.649155
295	0.5029494	1.640497
296	-0.5029494	1.359503
297	0.5106128	0.5589511
298	-0.5106128	2.441049
299	0.5141514	1.92395
300	-0.5141514	1.07605
301	0.5149534	0.5966704
302	-0.5149534	2.40333
303	0.5193522	0.5801705
304	-0.5193522	2.419829
305	0.5202484	2.327848
306	-0.5202484	0.6721524
307	0.5249945	1.193763
308	-0.5249945	1.806237
309	0.5287964	1.114298
310	-0.5287964	1.885702
311	0.5344836	0.1937084
312	-0.5344836	2.806292
313	0.5359571	1.035468
314	-0.5359571	1.964532
315	0.5379554	1.83744
316	-0.5379554	1.16256
317	0.5416033	0.9865263
318	-0.5416033	2.013474
319	0.5464589	1.559095
320	-0.5464589	1.440905
321	0.548527	0.003236402
322	-0.548527	2.996764
323	0.550545	1.212008
324	-0.550545	1.787992
325	0.5596237	0.4486648
326	-0.5596237	2.551335
327	0.5625205	0.4960253
328	-0.5625205	2.503975
329	0.5637142	0.3890775
330	-0.5637142	2.610922
331	0.5658218	0.2833255
332	-0.5658218	2.716674
333	0.5662135	0.6884019
334	-0.5662135	2.311598
335	0.5748421	1.122577
336	-0.5748421	1.877423
337	0.5774026	2.796108
338	-0.5774026	0.2038923
339	0.5814302	0.1668222
340	-0.5814302	2.833178
341	0.5862851	1.183229
342	-0.5862851	1.816771
343	0.5870797	0.5316456
344	-0.5870797	2.468354
345	0.5878876	0.9621663
346	-0.5878876	2.037834
347	0.591458	0.9215803
348	-0.591458	2.07842
349	0.5919755	0.9601928
350	-0.5919755	2.039807
351	0.5932858	0.5780433
352	-0.5932858	2.421957
353	0.5986305	0.02083979
354	-0.5986305	2.97916
355	0.5990343	2.095036
356	-0.5990343	0.9049645
357	0.6111016	0.1740106
358	-0.6111016	2.825989
359	0.6139873	0.1104884
360	-0.6139873	2.889512
361	0.6144612	1.695122
362	-0.6144612	1.304878
363	0.615414	0.7443097
364	-0.615414	2.25569
365	0.6183356	1.569917
366	-0.6183356	1.430083
367	0.6190008	1.099889
368	-0.6190008	1.900111
369	0.6281471	0.2519071
370	-0.6281471	2.748093
371	0.6311562	0.5256579
372	-0.6311562	2.474342
373	0.6369767	1.310558
374	-0.6369767	1.689442
375	0.6408698	1.672589
376	-0.6408698	1.327411
377	0.6412482	0.8766339
378	-0.6412482	2.123366
379	0.647976	0.7098659
380	-0.647976	2.290134
381	0.65	0
382	0.65	0.25
383	0.65	0.5
384	0.65	0.75
385	0.65	1
386	0.65	1.25
387	0.65	1.5
388	0.65	1.75
389	0.65	2
390	0.65	2.25
391	0.65	2.5
392	0.65	2.75
393	0.65	3
394	-0.65	3
395	-0.65	2.75
396	-0.65	2.5
397	-0.65	2.25
398	-0.65	2
399	-0.65	1.75
400	-0.65	1.5
401	-0.65	1.25
402	-0.65	1
403	-0.65	0.75
404	-0.65	0.5
405	-0.65	0.25
406	-0.65	0
407	0.6603032	2.678281
408	-0.6603032	0.3217192
409	0.672504	0.5118711
410	-0.672504	2.488129
411	0.6771164	0.3684963
412	-0.6771164	2.631504
413	0.6789737	0.4810934
414	-0.6789737	2.518907
415	0.6841191	1.557152
416	-0.6841191	1.442848
417	0.690543	0.8031463
418	-0.690543	2.196854
419	0.6950527	1.630227
420	-0.6950527	1.369773
421	0.6976963	2.627757
422	-0.6976963	0.3722432
423	0.7105622	0.2329279
424	-0.7105622	2.767072
425	0.7138833	1.457998
426	-0.7138833	1.542002
427	0.714143	0.6539141
428	-0.714143	2.346086
429	0.7149575	1.896756
430	-0.7149575	1.103244
431	0.7165424	0.02863431
432	-0.7165424	2.971366
433	0.7174534	1.624808
434	-0.7174534	1.375192
435	0.718697	2.083126
436	-0.718697	0.9168738
437	0.7323776	2.846709
438	-0.7323776	0.1532909
439	0.7347331	0.7078738
440	-0.7347331	2.292126
441	0.7482292	0.4649516
442	-0.7482292	2.535048
443	0.7536609	0.7741727
444	-0.7536609	2.225827
445	0.754256	1.69339
446	-0.754256	1.30661
447	0.756046	1.305694
448	-0.756046	1.694306
449	0.7592986	0.08903427
450	-0.7592986	2.910966
451	0.7594633	0.002688127
452	-0.7594633	2.997312
453	0.762578	0.7959312
454	-0.762578	2.204069
455	0.7666184	1.597525
456	-0.7666184	1.402475
457	0.7686802	2.656696
458	-0.7686802	0.3433043
459	0.7689056	1.773506
460	-0.7689056	1.226494
461	0.772271	1.081497
462	-0.772271	1.918503
463	0.7774723	0.3560797
464	-0.7774723	2.64392
465	0.7775486	0.4979996
466	-0.7775486	2.502
467	0.7775909	1.238407
468	-0.7775909	1.761593
469	0.7845559	0.1978908
470	-0.7845559	2.802109
471	0.7879841	1.041814
472	-0.7879841	1.958186
473	0.7887929	0.06778281
474	-0.7887929	2.932217
475	0.7929909	0.2290322
476	-0.7929909	2.770968
477	0.7941976	0.3307105
478	-0.7941976	2.669289
479	0.7962875	0.3122289
480	-0.7962875	2.687771
481	0.8018781	2.417637
482	-0.8018781	0.5823629
483	0.8040374	0.4015011
484	-0.8040374	2.598499
485	0.8077246	0.3391629
486	-0.8077246	2.660837
487	0.8160372	1.454163
488	-0.8160372	1.545837
489	0.8213574	0.426985
490	-0.8213574	2.573015
491	0.8215127	0.9001372
492	-0.8215127	2.099863
493	0.8231127	0.08951778
494	-0.8231127	2.910482
495	0.8371282	0.8248213
496	-0.8371282	2.175179
497	0.8441331	0.2340866
498	-0.8441331	2.765913
499	0.8496467	1.629334
500	-0.8496467	1.370666
501	0.8713266	0.9046247
502	-0.8713266	2.095375
503	0.876119	0.3240062
504	-0.876119	2.675994
505	0.8767867	1.317469
506	-0.8767867	1.682531
507	0.8825268	0.07479387
508	-0.8825268	2.925206
509	0.8825337	1.004073
510	-0.8825337	1.995927
511	0.8855314	1.10325
512	-0.8855314	1.89675
513	0.8872577	1.407238
514	-0.8872577	1.592762
515	0.8881752	0.1256645
516	-0.8881752	2.874336
517	0.8990664	1.322518
518	-0.8990664	1.677482
519	0.9	0
520	0.9	0.25
521	0.9	0.5
522	0.9	0.75
523	0.9	1
524	0.9	1.25
525	0.9	1.5
526	0.9	1.75
527	0.9	2
528	0.9	2.25
529	0.9	2.5
530	0.9	2.75
531	0.9	3
532	-0.9	3
533	-0.9	2.75
534	-0.9	2.5
535	-0.9	2.25
536	-0.9	2
537	-0.9	1.75
538	-0.9	1.5
539	-0.9	1.25
540	-0.9	1
541	-0.9	0.75
542	-0.9	0.5
543	-0.9	0.25
544	-0.9	0
545	0.9003274	1.625826
546	-0.9003274	1.374174
547	0.9034678	1.004936
548	-0.9034678	1.995064
549	0.905469	0.1112975
550	-0.905469	2.888703
551	0.9129248	0.9388442
552	-0.9129248	2.061156
553	0.9135881	0.2498751
554	-0.9135881	2.750125
555	0.9153283	0.7336483
556	-0.9153283	2.266352
557	0.9252582	2.174572
558	-0.9252582	0.8254283
559	0.9256946	1.683847
560	-0.9256946	1.316153
561	0.9260376	0.2013725
562	-0.9260376	2.798627
563	0.9312029	0.06205223
564	-0.9312029	2.937948
565	0.9344985	0.4874029
566	-0.9344985	2.512597
567	0.9345043	1.188777
568	-0.9345043	1.811223
569	0.9357195	0.625015
570	-0.9357195	2.374985
571	0.9369762	0.1265755
572	-0.9369762	2.873425
573	0.937041	2.33812
574	-0.937041	0.6618796
575	0.9379043	2.416885
576	-0.9379043	0.5831149
577	0.9431277	1.762636
578	-0.9431277	1.237364
579	0.9520724	0.6720326
580	-0.9520724	2.327967
581	0.9581187	1.242805
582	-0.9581187	1.757195
583	0.9641781	0.09580575
584	-0.9641781	2.904194
585	0.9754152	0.3373026
586	-0.9754152	2.662697
587	0.9801301	1.025973
588	-0.9801301	1.974027
589	0.9809282	0.3540932
590	-0.9809282	2.645907
591	0.9818349	0.1131689
592	-0.9818349	2.886831
593	0.9861039	2.242644
594	-0.9861039	0.7573558
595	0.9865996	0.2929276
596	-0.9865996	2.707072
597	1.005407	0.6197488
598	-1.005407	2.380251
599	1.008383	1.258389
600	-1.008383	1.741611
601	1.013326	1.845753
602	-1.013326	1.154247
603	1.022401	0.1020812
604	-1.022401	2.897919
605	1.025252	0.03079417
606	-1.025252	2.969206
607	1.02967	0.8197406
608	-1.02967	2.180259
609	1.044621	0.9255659
610	-1.044621	2.074434
611	1.049959	0.9120466
612	-1.049959	2.087953
613	1.060705	0.1686207
614	-1.060705	2.831379
615	1.062469	1.427847
616	-1.062469	1.572153
617	1.064443	0.7996609
618	-1.064443	2.200339
619	1.08317	2.876448
620	-1.08317	0.1235517
621	1.084275	0.2534226
622	-1.084275	2.746577
623	1.089299	1.994199
624	-1.089299	1.005801
625	1.089915	1.581474
626	-1.089915	1.418526
627	1.093359	0.4141474
628	-1.093359	2.585853
629	1.095866	1.93794
630	-1.095866	1.06206
631	1.096095	0.4944272
632	-1.096095	2.505573
633	1.097565	0.2625602
634	-1.097565	2.73744
635	1.09964	0.345813
636	-1.09964	2.654187
637	1.103081	0.3166486
638	-1.103081	2.683351
639	1.10325	1.787315
640	-1.10325	1.212685
641	1.105978	1.318825
642	-1.105978	1.681175
643	1.142148	0.4848651
644	-1.142148	2.515135
645	1.145108	0.3593989
646	-1.145108	2.640601
647	1.14567	0.154191
648	-1.14567	2.845809
649	1.148616	1.357287
650	-1.148616	1.642713
651	1.15	0
652	1.15	0.25
653	1.15	0.5
654	1.15	0.75
655	1.15	1
656	1.15	1.25
657	1.15	1.5
658	1.15	1.75
659	1.15	2
660	1.15	2.25
661	1.15	2.5
662	1.15	2.75
663	1.15	3
664	-1.15	3
665	-1.15	2.75
666	-1.15	2.5
667	-1.15	2.25
668	-1.15	2
669	-1.15	1.75
670	-1.15	1.5
671	-1.15	1.25
672	-1.15	1
673	-1.15	0.75
674	-1.15	0.5
675	-1.15	0.25
676	-1.15	0
677	1.164898	0.1015676
678	-1.164898	2.898432
679	1.165287	1.895292
680	-1.165287	1.104708
681	1.166725	1.934507
682	-1.166725	1.065493
683	1.169122	1.895392
684	-1.169122	1.104608
685	1.171843	2.502276
686	-1.171843	0.4977245
687	1.182989	1.787642
688	-1.182989	1.212358
689	1.188218	1.165605
690	-1.188218	1.834395
691	1.190455	1.446477
692	-1.190455	1.553523
693	1.19828	0.8940386
694	-1.19828	2.105961
695	1.202542	1.642336
696	-1.202542	1.357664
697	1.206647	1.185324
698	-1.206647	1.814676
699	1.207415	0.1378235
700	-1.207415	2.862176
701	1.211589	1.639
702	-1.211589	1.361
703	1.212816	0.7511606
704	-1.212816	2.248839
705	1.219151	1.207735
706	-1.219151	1.792265
707	1.22742	0.5484541
708	-1.22742	2.451546
709	1.228348	1.126015
710	-1.228348	1.873985
711	1.228704	1.531551
712	-1.228704	1.468449
713	1.229694	0.7213893
714	-1.229694	2.278611
715	1.239074	0.1006422
716	-1.239074	2.899358
717	1.240749	1.57616
718	-1.240749	1.42384
719	1.244134	0.6577588
720	-1.244134	2.342241
721	1.245583	0.9862568
722	-1.245583	2.013743
723	1.250405	0.09808594
724	-1.250405	2.901914
725	1.267542	0.6689644
726	-1.267542	2.331036
727	1.269279	2.603692
728	-1.269279	0.3963082
729	1.270358	1.214855
730	-1.270358	1.785145
731	1.271668	0.3070744
732	-1.271668	2.692926
733	1.27448	0.6697058
734	-1.27448	2.330294
735	1.274695	1.986439
736	-1.274695	1.013561
737	1.280134	0.8851201
738	-1.280134	2.11488
739	1.282254	0.4725457
740	-1.282254	2.527454
741	1.285766	1.68843
742	-1.285766	1.31157
743	1.290045	0.5711103
744	-1.290045	2.42889
745	1.296324	0.1971731
746	-1.296324	2.802827
747	1.303705	1.010621
748	-1.303705	1.989379
749	1.304497	0.1202018
750	-1.304497	2.879798
751	1.305858	0.6003745
752	-1.305858	2.399626
753	1.31017	0.06973375
754	-1.31017	2.930266
755	1.312498	0.1407147
756	-1.312498	2.859285
757	1.315124	0.2023284
758	-1.315124	2.797672
759	1.320081	0.4763254
760	-1.320081	2.523675
761	1.320684	0.3233909
762	-1.320684	2.676609
763	1.330129	0.3651027
764	-1.330129	2.634897
765	1.343444	1.241048
766	-1.343444	1.758952
767	1.369931	0.6961414
768	-1.369931	2.303859
769	1.4	0
770	1.4	0.25
771	1.4	0.5
772	1.4	0.75
773	1.4	1
774	1.4	1.25
775	1.4	1.5
776	1.4	1.75
777	1.4	2
778	1.4	2.25
779	1.4	2.5
780	1.4	2.75
781	1.4	3
782	-1.4	3
783	-1.4	2.75
784	-1.4	2.5
785	-1.4	2.25
786	-1.4	2
787	-1.4	1.75
788	-1.4	1.5
789	-1.4	1.25
790	-1.4	1
791	-1.4	0.75
792	-1.4	0.5
793	-1.4	0.25
794	-1.4	0
795	1.40835	1.591511
796	-1.40835	1.408489
797	1.413521	1.449482
798	-1.413521	1.550518
799	1.416042	0.489946
800	-1.416042	2.510054
801	1.417387	0.2103273
802	-1.417387	2.789673
803	1.42423	1.201707
804	-1.42423	1.798293
805	1.446213	0.9763582
806	-1.446213	2.023642
807	1.446785	0.4056558
808	-1.446785	2.594344
809	1.450078	1.333536
810	-1.450078	1.666464
811	1.452095	1.939745
812	-1.452095	1.060255
813	1.453085	0.7573801
814	-1.453085	2.24262
815	1.454997	0.3769404
816	-1.454997	2.62306
817	1.461839	1.257298
818	-1.461839	1.742702
819	1.482216	0.5261897
820	-1.482216	2.47381
821	1.490636	0.4194579
822	-1.490636	2.580542
823	1.505667	1.358287
824	-1.505667	1.641713
825	1.506453	0.3376766
826	-1.506453	2.662323
827	1.507009	0.2509366
828	-1.507009	2.749063
829	1.511424	0.9540324
830	-1.511424	2.045968
831	1.532211	0.006807525
832	-1.532211	2.993192
833	1.536264	0.9816808
834	-1.536264	2.018319
835	1.540333	0.6397849
836	-1.540333	2.360215
837	1.543973	2.675703
838	-1.543973	0.3242972
839	1.545516	0.07194471
840	-1.545516	2.928055
841	1.547073	0.2630119
842	-1.547073	2.736988
843	1.562004	1.222638
844	-1.562004	1.777362
845	1.592648	0.07997233
846	-1.592648	2.920028
847	1.596301	1.318898
848	-1.596301	1.681102
849	1.632112	1.358487
850	-1.632112	1.641513
851	1.641591	1.768573
852	-1.641591	1.231427
853	1.643057	2.209367
854	-1.643057	0.7906332
855	1.65	0
856	1.65	0.25
857	1.65	0.5
858	1.65	0.75
859	1.65	1
860	1.65	1.25
861	1.65	1.5
862	1.65	1.75
863	1.65	2
864	1.65	2.25
865	1.65	2.5
866	1.65	2.75
867	1.65	3
868	-1.65	3
869	-1.65	2.75
870	-1.65	2.5
871	-1.65	2.25
872	-1.65	2
873	-1.65	1.75
874	-1.65	1.5
875	-1.65	1.25
876	-1.65	1
877	-1.65	0.75
878	-1.65	0.5
879	-1.65	0.25
880	-1.65	0
881	1.657863	1.562886
882	-1.657863	1.437114
883	1.660203	0.3493981
884	-1.660203	2.650602
885	1.674396	2.91816
886	-1.674396	0.08183978
887	1.689082	0.949346
888	-1.689082	2.050654
889	1.699918	2.106592
890	-1.699918	0.8934081
891	1.720743	2.069709
892	-1.720743	0.9302912
893	1.73457	1.703547
894	-1.73457	1.296453
895	1.748466	0.4967805
896	-1.748466	2.50322
897	1.750794	1.142749
898	-1.750794	1.857251
899	1.754035	2.173855
900	-1.754035	0.8261445
901	1.755268	0.1885973
902	-1.755268	2.811403
903	1.775	2.125
904	1.775	2.375
905	1.775	2.625
906	1.775	2.875
907	-1.775	0.875
908	-1.775	0.625
909	-1.775	0.375
910	-1.775	0.125
911	1.791839	0.06673474
912	-1.791839	2.933265
913	1.795714	1.806922
914	-1.795714	1.193078
915	1.826989	0.3610096
916	-1.826989	2.63899
917	1.837699	1.995667
918	-1.837699	1.004333
919	1.847611	0.2293171
920	-1.847611	2.770683
921	1.857835	1.823277
922	-1.857835	1.176723
923	1.881344	1.501521
924	-1.881344	1.498479
925	1.9	0
926	1.9	0.25
927	1.9	0.5
928	1.9	0.75
929	1.9	1
930	1.9	1.25
931	1.9	1.5
932	1.9	1.75
933	1.9	2
934	1.9	2.25
935	1.9	2.5
936	1.9	2.75
937	1.9	3
938	-1.9	3
939	-1.9	2.75
940	-1.9	2.5
941	-1.9	2.25
942	-1.9	2
943	-1.9	1.75
944	-1.9	1.5
945	-1.9	1.25
946	-1.9	1
947	-1.9	0.75
948	-1.9	0.5
949	-1.9	0.25
950	-1.9	0
951	1.924209	2.025477
952	-1.924209	0.9745229
953	1.936915	1.873454
954	-1.936915	1.126546
955	1.948701	0.5640252
956	-1.948701	2.435975
957	1.964494	1.868871
958	-1.964494	1.131129
959	1.966041	0.08788121
960	-1.966041	2.912119
961	1.971877	0.3248629
962	-1.971877	2.675137
963	1.992762	0.4994981
964	-1.992762	2.500502
965	1.993904	1.154274
966	-1.993904	1.845726
967	1.99433	2.361536
968	-1.99433	0.6384643
969	2.00405	0.2485925
970	-2.00405	2.751407
971	2.02206	0.1130336
972	-2.02206	2.886966
973	2.025	2.125
974	2.025	2.375
975	2.025	2.625
976	2.025	2.875
977	-2.025	0.875
978	-2.025	0.625
979	-2.025	0.375
980	-2.025	0.125
981	2.030113	0.8981919
982	-2.030113	2.101808
983	2.106225	0.4858182
984	-2.106225	2.514182
985	2.131563	0.9408606
986	-2.131563	2.059139
987	2.133581	1.023041
988	-2.133581	1.976959
989	2.146149	0.9403984
990	-2.146149	2.059602
991	2.15	0
992	2.15	0.25
993	2.15	0.5
994	2.15	0.75
995	2.15	1
996	2.15	1.25
997	2.15	1.5
998	2.15	1.75
999	2.15	2
1000	2.15	2.25
1001	2.15	2.5
1002	2.15	2.75
1003	2.15	3
1004	-2.15	3
1005	-2.15	2.75
1006	-2.15	2.5
1007	-2.15	2.25
1008	-2.15	2
1009	-2.15	1.75
1010	-2.15	1.5
1011	-2.15	1.25
1012	-2.15	1
1013	-2.15	0.75
1014	-2.15	0.5
1015	-2.15	0.25
1016	-2.15	0
