Key	C1	C2
102	0.203956	-0.136592
103	-0.246536	0.373248
104	-0.255736	-0.148834
105	-0.261775	-0.14916
106	-0.078347	-0.301668
107	-0.109616	0.014732
108	0.407264	-0.279452
109	-0.376277	-0.265622
110	0.136678	-0.202126
111	-0.226188	0.06653
112	-0.209745	-0.27916
113	0.319662	-0.278387
114	-0.155399	-0.170747
115	-0.250948	0.155745
116	0.091075	-0.141205
117	0.086432	-0.100749
118	0.33973	-0.251211
119	-0.095128	-0.489837
120	-0.090071	-0.123932
121	0.296653	0.117622
122	-0.043592	-0.407347
123	-0.023685	0.369931
124	0.284005	-0.093725
125	0.135003	-0.416826
126	0.09722	-0.229766
127	0.056048	-0.419367
128	-0.018443	-0.215657
129	0.450918	0.101916
130	-0.069914	-0.370064
131	0.289353	0.152345
132	-0.358799	-0.052178
133	0.396667	-0.287684
134	0.192061	-0.431303
135	0.473072	-0.102406
136	0.424102	0.011433
137	-0.202846	0.410411
138	-0.061676	-0.422046
139	0.196555	-0.185122
140	-0.316782	0.298918
141	0.32528	-0.232386
142	-0.223484	0.000855
143	0.466622	0.100569
144	0.10118	0.44625
145	0.067975	0.235974
146	0.11038	-0.414997
147	-0.161207	-0.241422
148	0.36302	-0.30807
149	-0.378477	0.079974
150	0.115448	-0.03071
151	-0.229183	-0.230945
152	-0.419495	0.216733
153	0.078126	-0.130877
154	-0.348665	0.352816
155	0.152172	0.150695
156	-0.112574	0.367624
157	-0.13462	-0.113183
158	-0.031422	-0.342442
159	0.219669	-0.143099
160	-0.045984	-0.349971
161	0.154865	0.040346
162	0.306212	0.061651
163	-0.249965	0.211136
164	-0.33856	-0.180189
165	-0.052157	-0.337266
166	-0.182594	0.360442
167	0.184229	0.364236
168	-0.003698	-0.353275
169	-0.333647	-0.012547
170	-0.430163	0.053116
171	-0.007771	-0.484919
172	0.09118	0.158873
173	0.131428	0.451591
174	-0.363213	-0.237737
175	-0.340136	-0.238136
176	0.042899	0.010711
177	-0.211193	0.362193
178	0.190646	0.409921
179	-0.04378	0.007239
180	-0.141509	-0.36771
181	-0.183189	-0.09396
182	0.025525	0.262914
183	-0.39615	-0.247679
184	0.289389	-0.115387
185	-0.214694	0.256074
186	-0.232027	0.037193
187	0.160644	-0.18909
188	-0.472898	0.018208
189	0.105815	-0.146683
190	0.173689	-0.08504
191	-0.240536	-0.175811
192	-0.448165	-0.131969
193	0.102044	-0.117252
194	-0.470606	-0.032378
195	-0.392684	-0.026442
196	0.223471	0.354554
197	0.084889	-0.464481
198	-0.490438	-0.078025
199	0.342746	-0.129409
200	-0.031715	0.211373
201	-0.042768	0.387193
202	0.194788	-0.386815
203	0.437043	-0.223718
204	0.304604	0.015624
205	-0.448604	0.120673
206	0.032034	0.267205
207	0.087631	0.315058
208	-0.086247	-0.438046
209	-0.043041	0.448721
210	-0.31042	-0.261817
211	0.369368	-0.214133
212	0.443764	0.172707
213	0.094012	0.074562
214	-0.102423	-0.388076
215	-0.492157	-0.043656
216	0.33171	-0.063156
217	0.310161	-0.330903
218	0.407342	0.17281
219	-0.00086	0.496081
220	-0.169843	0.20556
221	-0.164204	0.024741
222	0.229668	-0.109903
223	0.082798	-0.248726
224	0.100644	-0.361911
225	-0.375661	-0.306937
226	0.477886	0.122342
227	0.337317	0.008801
228	-0.177018	0.127533
229	0.156843	0.083218
230	0.109941	0.0625
231	0.136356	0.185301
232	-0.405931	0.071565
233	-0.326	0.226789
234	0.372638	-0.251174
235	-0.302361	0.133685
236	-0.233377	-0.281352
237	-0.294545	0.261839
238	-0.124118	0.043309
239	-0.07788	-0.03045
240	-0.335397	0.148769
241	-0.309755	0.216001
242	-0.059065	-0.015784
243	-0.100786	-0.371682
244	0.210015	0.106834
245	-0.107471	-0.132482
246	0.21248	-0.268879
247	0.122234	0.127272
248	-0.164965	-0.256872
249	0.471788	-0.142143
250	0.355799	0.177151
251	-0.095935	-0.425503
252	0.009029	0.417813
253	-0.073546	-0.031663
254	-0.157554	0.319673
255	0.407296	-0.118869
256	0.003689	-0.394285
257	-0.004409	0.007685
258	-0.193405	0.165431
259	-0.33919	-0.184174
260	0.298592	-0.010655
261	0.256143	-0.263544
262	-0.23389	0.254541
263	-0.062953	-0.031178
264	0.008923	-0.140814
265	0.248696	-0.277627
266	-0.171048	-0.338616
267	0.325653	-0.356325
268	-0.061975	0.058181
269	-0.192364	-0.097751
270	0.099499	-0.473414
271	0.014413	-0.219263
272	-0.056885	-0.478126
273	0.052915	-0.066958
274	-0.409523	0.155109
275	0.111613	-0.013096
276	0.163718	-0.168951
277	0.273132	0.270846
278	0.157229	-0.257614
279	-0.470549	0.166498
280	-0.360494	-0.288361
281	-0.445813	-0.202207
282	0.02213	0.39577
283	0.245686	-0.404166
284	-0.051343	0.256612
285	-0.17483	-0.076042
286	-0.389618	0.187239
287	-0.360913	0.130687
288	-0.242343	0.183658
289	-0.267591	0.130011
290	-0.477544	0.105654
291	-0.395305	0.064218
292	0.197705	0.311537
293	-0.283661	0.29202
294	-0.124652	0.119815
295	0.052727	-0.135294
296	-0.345276	0.113582
297	0.184151	-0.407525
298	-0.106837	0.410117
299	0.460362	-0.00956
300	0.104896	0.372752
301	0.443384	0.071453
302	0.253443	-0.088129
303	0.409513	-0.221274
304	-0.013545	0.063554
305	-0.2703	0.354375
306	-0.300053	0.014661
307	0.007914	0.357743
308	0.123429	0.084058
309	-0.418909	-0.227543
310	0.393197	0.258357
311	-0.055526	0.455674
312	-0.167206	-0.324862
313	0.37442	-0.256946
314	0.253695	0.161395
315	0.03907	-0.043388
316	-0.01719	0.370719
317	0.319889	0.376368
318	0.388259	-0.253735
319	-0.054688	0.260304
320	-0.216295	-0.003908
321	0.230633	-0.321527
322	-0.02223	-0.227365
323	-0.366308	0.061333
324	0.380322	0.226832
325	-0.298447	-0.00572
326	-0.341874	0.192136
327	-0.390632	-0.213009
328	0.424872	0.043805
329	-0.022699	-0.304029
330	-0.131101	-0.056402
331	0.075135	-0.45455
332	0.425955	-0.225247
333	0.471125	-0.047542
334	-0.411273	-0.280582
335	0.420025	-0.238403
336	-0.123683	0.359027
337	0.393077	-0.269716
338	0.271862	0.022775
339	-0.0638	-0.424427
340	-0.20796	-0.215324
341	-0.28179	-0.344298
342	0.275885	0.208486
343	0.077185	0.242783
344	0.299462	0.21337
345	0.477344	0.055863
346	-0.306331	-0.331995
347	-0.459811	-0.128028
348	0.37265	0.280498
349	0.135773	-0.336863
350	0.126688	-0.309855
351	0.094399	0.315242
352	0.124829	0.21763
353	0.328795	0.113422
354	0.421067	-0.037617
355	0.090037	0.381673
356	0.282047	-0.076074
357	-0.137695	0.159095
358	0.396692	0.183011
359	-0.447186	0.076411
360	-0.345953	0.036969
361	-0.009436	-0.230604
362	0.124853	-0.406538
363	0.301215	-0.06111
364	0.234037	-0.347018
365	-0.235213	-0.29086
366	-0.114013	0.181295
367	-0.296288	0.298999
368	-0.028942	0.044834
369	0.442917	-0.102123
370	-0.113943	-0.293743
371	0.15912	0.282863
372	0.045191	0.347851
373	-0.401066	0.106521
374	-0.208122	0.192342
375	0.153694	-0.302654
376	0.323727	-0.208441
377	0.280378	0.126673
378	0.377238	-0.274858
379	0.083858	0.194904
380	0.001712	0.196481
381	0.369596	-0.224777
382	-0.067788	0.059055
383	0.084232	-0.298181
384	0.169875	0.299475
385	0.139601	0.120893
386	-0.381471	-0.276098
387	0.052098	-0.413115
388	-0.191359	-0.290059
389	0.01364	-0.284674
390	0.333953	0.350411
391	0.406029	-0.230914
392	-0.049187	-0.124312
393	0.112484	-0.147969
394	-0.090336	0.12317
395	-0.361105	0.168157
396	-0.18871	-0.20959
397	-0.181496	0.212557
398	-0.398056	0.192953
399	0.278651	0.174301
400	-2.95	-2.95
401	-2.95	3.05
402	3.05	-2.95
403	3.05	3.05
404	-1.458111	-1.248425
405	-0.542492	1.410044
406	-0.043716	-1.704344
407	0.649086	-1.796709
408	-1.26914	-1.435574
409	-1.566028	0.375653
410	-1.427879	-1.061701
411	1.421924	-0.8281
412	-1.485774	-0.29077
413	1.69407	-0.16668
414	-1.414101	-0.706898
415	1.256509	-1.377368
416	-1.829777	0.341094
417	1.854883	-0.187581
418	-1.189924	1.259079
419	-0.628499	-1.790395
420	-1.552427	0.822516
421	-1.441947	-0.538982
422	1.813554	-0.29039
423	-1.214872	1.519445
424	-1.610102	1.012989
425	-0.615437	1.462847
426	1.572015	0.411845
427	-1.497961	0.755176
428	0.226132	-1.826444
429	-1.708313	0.571398
430	-1.171396	0.940759
431	1.358785	0.892217
432	-0.644964	1.795638
433	0.343369	-1.578071
434	-0.594288	-1.639345
435	-1.060679	1.085295
436	-1.366924	1.189466
437	1.449943	-0.857031
438	0.298514	-1.938669
439	-1.389566	0.757529
440	-1.194234	-0.963689
441	-1.582156	0.464458
442	0.16226	1.607679
443	-1.297089	-1.193116
444	-1.591475	0.16504
445	1.661685	0.128097
446	-1.915692	-0.435067
447	0.172624	1.710775
448	-0.449896	-1.467852
449	1.012345	-1.648175
450	1.581367	-1.108917
451	-0.457691	1.904651
452	1.379175	1.384844
453	1.668574	-0.146804
454	1.600347	1.096361
455	0.540655	-1.416606
456	0.460053	1.901679
457	1.851008	-0.382489
458	-0.254517	1.629929
459	-1.529428	1.162777
460	1.003771	1.341866
461	0.678815	1.598514
462	1.467975	0.579652
463	-1.593295	-0.726318
464	0.731179	-1.844577
465	-0.671708	-1.429042
466	0.809818	-1.354429
467	-0.327709	-1.886832
468	0.088807	1.941161
469	0.987423	-1.312056
470	-1.142429	1.142154
471	-1.505743	-0.1907
472	1.4069	0.724555
473	1.427176	-0.500659
474	1.483998	0.603934
475	1.123533	1.054156
476	-0.163143	-1.709991
477	1.593701	-0.555356
478	0.572331	1.882319
479	-1.01096	1.724131
480	-0.431645	1.870689
481	-1.595305	0.684874
482	-0.694374	-1.866283
483	-1.535826	1.160353
484	-1.982267	0.1615
485	1.839579	-0.74058
486	-0.730352	1.49934
487	-0.468955	1.798214
488	-0.565155	1.783761
489	-1.358989	1.327731
490	1.536709	0.474072
491	-0.099219	1.502925
492	1.209628	-1.088581
493	-1.862044	0.621616
494	1.703733	-0.238402
495	-0.231357	-1.737287
496	0.925594	-1.34241
497	-1.155447	1.239791
498	1.533569	0.246905
499	1.092876	1.463385
500	1.709756	-0.19245
501	-1.192854	1.217042
502	1.459287	-0.439305
503	-0.415659	-1.882922
504	-0.118443	-1.909751
505	1.125756	-1.136184
506	-0.224696	-1.492063
507	-1.577303	-1.08838
508	-1.047479	-1.543863
509	0.030206	-1.953528
510	-1.268565	1.233966
511	1.665384	-0.358144
512	-0.079326	-1.558477
513	1.746323	0.268883
514	-1.530146	-1.107012
515	-0.539265	-1.441439
516	-1.212091	0.985505
517	-0.437577	-1.617171
518	-1.471023	-0.478037
519	1.364978	-1.407638
520	1.804489	-0.229649
521	-1.596665	-0.846873
522	1.810683	-0.400844
523	-1.587879	-0.710996
524	-0.028665	1.74638
525	-0.693613	-1.456547
526	1.097802	-1.222197
527	1.599424	0.903961
528	0.918253	-1.344668
529	-0.348128	1.931971
530	-0.885297	-1.593268
531	-0.385669	-1.948552
532	0.659901	1.454962
533	1.121529	-1.337706
534	-1.653527	-0.602446
535	1.966156	-0.097967
536	0.862766	1.279799
537	0.648549	-1.390077
538	0.929859	1.369379
539	0.706325	1.417876
540	1.452944	-0.531824
541	-1.464612	0.96168
542	-0.792263	-1.792527
543	1.620368	-0.707752
544	-0.40976	1.692577
545	1.958664	0.335032
546	-0.49878	-1.78071
547	0.026697	1.767833
548	1.260005	1.549871
549	1.1288	1.031381
550	1.425274	-0.631837
551	1.505098	-0.396984
552	-1.491276	1.092954
553	-1.667017	-0.761044
554	0.422014	1.914207
555	1.008085	1.596426
556	-1.680272	-0.590733
557	1.077357	1.285033
558	1.259585	1.264223
559	-1.329182	-1.283086
560	0.368169	-1.484922
561	0.115316	1.768695
562	-0.751304	-1.303227
563	1.303409	-1.121915
564	0.312974	1.650507
565	1.400994	-1.29244
566	-1.473619	0.976483
567	1.107841	1.618596
568	-1.737648	0.696459
569	-0.491219	1.917132
570	-0.996852	-1.573479
571	1.353061	1.168952
572	1.44626	-0.966841
573	0.485434	-1.631405
574	1.686254	-0.405213
575	-1.82347	-0.770884
576	0.144216	1.894365
577	-1.331206	-0.844594
578	-1.536541	-0.677366
579	-1.477648	0.352031
580	0.731886	-1.570694
581	-1.946115	0.442485
582	1.309881	1.21592
583	-0.801973	1.743248
584	-1.200456	-0.949785
585	-0.976538	-1.688377
586	1.457904	-0.792993
587	-0.986224	1.712135
588	-0.405318	-1.832115
589	-0.861898	-1.524147
590	-0.312006	1.731516
591	0.782575	-1.674961
592	1.68225	0.274377
593	-1.479579	-1.166842
594	0.334188	-1.956908
595	1.549073	0.944469
596	1.90536	0.427786
597	1.679037	-0.657961
598	0.947269	-1.722939
599	1.69071	0.582255
600	1.481584	0.403033
601	1.067863	-1.189969
602	-0.207015	1.704217
603	1.534898	-0.619886
604	-0.14633	1.645623
605	-1.298795	-0.864662
606	-1.334749	1.466979
607	1.001079	1.637705
608	1.850395	0.281326
609	1.772965	0.29023
610	-1.64305	0.908756
611	0.28071	-1.74413
612	0.374049	-1.904657
613	-0.786663	1.529297
614	-1.268772	1.040665
615	1.152925	1.24648
616	-1.917871	-0.028094
617	-0.437749	1.615387
618	-0.024302	1.612721
619	-0.607712	-1.499839
620	0.22476	1.746674
621	1.604298	0.797594
622	-1.560776	-0.920507
623	0.21963	1.852135
624	-1.419571	0.817797
625	-0.507605	-1.771595
626	0.940211	-1.561657
627	-1.160073	-1.371242
628	-0.416921	-1.500854
629	0.706419	-1.522986
630	1.568274	0.43671
631	-0.175966	-1.855332
632	-1.452147	0.635538
633	1.870756	0.284989
634	1.290876	1.176455
635	1.724835	-0.139098
636	1.491902	1.077865
637	-0.930519	1.607141
638	-1.470859	1.073447
639	1.598381	0.797919
640	1.500532	-0.20286
641	0.091649	1.809308
642	1.870285	0.185814
643	-0.475468	1.881913
644	1.495519	1.043313
645	1.281884	1.008797
646	-1.634712	-0.334278
647	1.738322	-0.570289
648	0.931171	1.230026
649	-1.719398	0.469648
650	-1.374324	1.430062
651	1.428025	-0.579262
652	1.312262	1.313904
653	-1.928713	0.057987
654	-0.211313	1.892956
655	1.105473	-1.474339
656	-0.804861	-1.410958
657	-1.599758	-0.887213
658	-1.539189	0.395113
659	1.094954	1.563067
660	1.584131	-1.053412
661	1.322148	0.763209
662	-1.662645	-1.050837
663	0.437882	-1.839422
664	-1.431133	-0.829527
665	0.561296	1.831498
666	0.680661	1.700904
667	1.557222	0.934388
668	-0.1604	1.528463
669	1.920338	-0.464453
670	-1.522534	-1.197758
671	-1.28142	1.347127
672	-0.520543	-1.488267
673	-1.014749	1.670429
674	-1.882393	0.604906
675	0.637807	-1.415698
676	-1.095138	-1.595967
677	1.504953	-1.211063
678	-1.527564	0.863845
679	0.919767	1.624971
680	-1.41178	-1.257737
681	1.51524	-0.916505
682	-1.623856	-0.079495
683	-1.324791	1.259644
684	-1.943582	0.369426
685	-0.549781	-1.403343
686	1.019856	1.27666
687	-0.745713	1.482183
688	-0.53574	-1.443708
689	-0.802996	1.327563
690	-0.984515	1.416244
691	0.433316	-1.590808
692	-0.025481	-1.9042
693	-1.169249	1.392946
694	1.434937	-0.510669
695	0.617526	1.479559
696	1.639208	-0.672566
697	-1.722643	0.550875
698	1.728413	-0.178868
699	-0.092925	-1.825836
700	1.645856	0.53745
701	-1.972681	0.010537
702	1.206586	1.038117
703	-0.069333	1.927323
704	0.76026	1.324827
705	1.801587	-0.229868
706	1.565056	-0.279663
707	-1.576023	-0.835676
708	1.570696	1.119054
709	1.77569	-0.008905
710	0.161683	-1.841089
711	1.077534	-1.501948
712	-1.399499	-0.965704
713	-1.822351	-0.041187
714	0.594739	1.715201
715	1.200893	0.993632
716	0.569609	1.803904
717	0.573192	-1.529798
718	-1.318882	1.136489
719	1.764991	-0.101075
720	-1.43433	-0.494423
721	-1.868328	0.396939
722	-1.366081	0.757903
723	1.424661	-0.945548
724	1.984337	-0.179929
725	-1.541007	0.33679
726	1.719951	0.483467
727	1.396299	-1.36242
728	-0.14563	1.731573
729	-1.55591	0.196299
730	-0.826632	-1.528176
731	1.729977	-0.389333
732	0.629615	-1.654291
733	1.908863	-0.269506
734	0.953951	-1.731852
735	-1.398999	0.560144
736	-1.060043	-1.173537
737	1.633029	1.044713
738	1.767341	-0.857799
739	-0.466868	1.769977
740	-1.665687	-0.946878
741	-1.564238	-0.53281
742	-1.005585	-1.287133
743	0.011331	1.605154
744	1.78314	-0.371352
745	-0.834898	-1.792766
746	0.40183	-1.455658
747	-0.94805	-1.601057
748	-0.729718	1.658876
749	-1.251871	1.451782
750	-1.723724	-0.649009
751	-1.367041	0.953024
752	1.423928	-1.179526
753	0.754989	1.622271
754	-1.465462	1.17118
755	-1.012751	-1.247551
756	0.195968	1.900541
757	-1.02753	1.126665
758	1.959721	0.216896
759	-1.843634	-0.534929
760	0.973406	1.670871
761	1.418479	1.386639
762	-1.446258	1.204974
763	0.96633	1.656017
764	1.932207	-0.111536
765	-1.645517	0.800251
766	-1.604434	-1.118861
767	-3.05	-3.05
768	-3.05	2.95
769	2.95	-3.05
770	2.95	2.95
